831	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
832	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
833	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
834	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
835	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
836	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
837	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
838	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
839	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
840	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
841	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
842	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
843	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
844	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
845	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
846	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
847	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
848	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
849	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
850	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
851	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
852	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
853	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
854	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
855	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
856	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
857	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
858	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
859	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
860	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
861	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
862	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
863	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
864	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
865	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
866	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
867	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
868	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
869	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
870	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
871	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
872	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
873	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
874	86365	0.109873	0.346663	1.633585	0.2216185	0.119266	4.9768	0.097142	0.154714	0.2276795	0.661098	0.824179	0.4802365	0.916017	0.014925	0.0063075	0.1723075	12.6766	1.26736	35.9811	21.5665	39.037	19.1497	0.891115	25.77465	24.1571	0.553748	1.61524	1.10999	0.111409	0.02404	0.203326	0.014094	0.392289	0.001038	0.0876615	3.16326	0.217251	0.427628	2.168945	0.0209072	0.948160336	1.179945	0.482209553	0.995579999	0.99210399	-0.092735966	0.358621	0.230659	0.002153	67.8068	1.13034
